pdb_id,true_pK,pred_pK
1v2p,4.730000019073486,6.375688076019287
1v2q,4.130000114440918,5.325739860534668
1v2r,3.549999952316284,5.4153815905253095
1v2t,4.710000038146973,5.8607204755147295
1v2w,4.010000228881836,5.651416937510173
1vjd,3.5399999618530273,6.031789620717366
1wvj,6.730000019073486,6.994012355804443
1xa5,6.5,7.619714577992757
1xbb,5.300000190734863,5.070903778076172
1xhy,6.179999828338623,7.2861307462056475
1xk9,6.849999904632568,4.422019640604655
1xkk,8.520000457763672,6.963290214538574
1xws,8.0,6.749133745829265
1xxh,6.110000133514404,4.790903886159261
1xxi,5.519999980926514,5.906703472137451
1y3v,5.639999866485596,5.514510313669841
1y3w,5.769999980926514,5.915548642476399
1y3x,5.139999866485596,5.748052438100179
1ydr,5.519999980926514,6.475636800130208
1yds,5.920000076293945,6.875833193461101
1yp9,5.110000133514404,6.074448903401692
1ype,8.100000381469727,6.264454364776611
1ypg,8.0,6.02928098042806
1ypj,7.019999980926514,6.266143798828125
1z6e,9.720000267028809,5.81020991007487
2al5,8.399999618530273,7.1878814697265625
2b1g,6.639999866485596,5.232601006825765
2b1i,6.820000171661377,5.9776255289713545
2bal,6.309999942779541,6.771360556284587
2br1,5.139999866485596,6.709239800771077
2brb,4.860000133514404,6.2226894696553545
2brm,5.889999866485596,7.040905793507894
2byp,9.0600004196167,7.917924404144287
2byr,8.550000190734863,6.902984142303467
2bys,9.520000457763672,7.458798408508301
2bza,2.799999952316284,5.6646904945373535
2c3i,7.599999904632568,6.131482760111491
2c3j,6.179999828338623,5.931647777557373
2c3k,7.590000152587891,5.871116002400716
2c3l,5.070000171661377,6.930112838745117
2c6o,8.220000267028809,7.594889481862386
2cbj,8.270000457763672,6.637816588083903
2cji,8.220000267028809,7.482446988423665
2clx,4.880000114440918,5.5520561536153155
2cvd,6.099999904632568,6.607890605926514
2d0k,5.019999980926514,5.642090797424316
2e2p,4.739999771118164,5.3222808837890625
2epn,7.21999979019165,6.492922147115071
2esm,6.28000020980835,7.196272055308024
2etk,6.820000171661377,6.748102029164632
2etr,6.820000171661377,6.31520430246989
2fb8,9.800000190734863,7.033470471700032
2fdp,7.590000152587891,7.448584079742432
2fpz,3.9600000381469727,7.172119935353597
2fvd,8.520000457763672,6.118638674418132
2fx6,3.700000047683716,5.993749459584554
2fzz,10.520000457763672,5.760433832804362
2g00,9.739999771118164,6.870891412099202
2gl0,4.820000171661377,5.959354718526204
2h13,5.349999904632568,6.328299840291341
2ito,6.909999847412109,6.329014301300049
2itt,8.770000457763672,5.8851579030354815
2ity,7.269999980926514,5.923746585845947
2itz,8.59000015258789,5.411823908487956
2j27,3.5199999809265137,6.267201741536458
2j2u,7.329999923706055,6.7279815673828125
2j34,7.820000171661377,6.972405751546224
2j4i,9.0,6.695807139078776
2j62,11.34000015258789,7.25622574488322
2j94,6.269999980926514,6.708459695180257
2j95,8.399999618530273,7.1780571937561035
2jds,8.199999809265137,7.16435432434082
2jdv,8.199999809265137,8.596319834391275
2jh0,8.699999809265137,6.364678859710693
2jh5,6.440000057220459,5.962549209594727
2jh6,7.769999980926514,6.2137908935546875
2jkh,8.050000190734863,5.733190059661865
2ohl,3.049999952316284,5.1945695877075195
2ojg,5.639999866485596,5.756632169087728
2oji,7.070000171661377,5.509288628896077
2ojj,8.699999809265137,6.561942418416341
2oxn,7.440000057220459,4.637819131215413
2p16,10.100000381469727,6.167042255401611
2p4j,8.960000038146973,7.021627267201741
2p93,8.819999694824219,6.389236132303874
2p94,9.170000076293945,6.469145933787028
2p95,9.369999885559082,7.034650643666585
2pgz,5.739999771118164,6.407324314117432
2psx,5.769999980926514,6.167295614878337
2qmg,9.149999618530273,6.814186890920003
2qrk,4.260000228881836,5.983731746673584
2qrl,4.0,5.071548938751221
2r2m,7.329999923706055,6.150950908660889
2r2w,4.46999979019165,6.735003312428792
2r5b,8.600000381469727,6.823168913523356
2r5d,10.149999618530273,8.12350082397461
2rcb,6.789999961853027,7.576090017954509
2rin,4.0,5.403359731038411
2uwd,8.350000381469727,7.260496616363525
2uwl,8.399999618530273,6.415355682373047
2uwo,8.699999809265137,6.7861043612162275
2uwp,6.809999942779541,6.536865870157878
2v2c,3.4100000858306885,7.099929650624593
2v2h,3.7699999809265137,6.868399620056152
2vc9,8.4399995803833,7.284266471862793
2vcb,5.260000228881836,6.297980308532715
2vkm,8.739999771118164,7.240518252054851
2vvc,8.520000457763672,6.030728816986084
2vvn,7.300000190734863,5.731483618418376
2vvs,7.340000152587891,5.626383940378825
2w26,9.399999618530273,6.730556805928548
2w66,4.050000190734863,5.940995057423909
2w67,4.960000038146973,5.804346879323323
2w8f,6.300000190734863,6.015296618143718
2w8g,6.0,5.470263957977295
2w9h,6.369999885559082,5.236165841420491
2wb5,9.130000114440918,7.050935586293538
2wd7,4.96999979019165,6.232398668924968
2wn9,8.520000457763672,5.332291126251221
2wnc,6.320000171661377,6.3596110343933105
2wnj,6.480000019073486,5.399677912394206
2wnl,6.0,5.415429910024007
2wtv,8.739999771118164,6.854520161946614
2wtw,8.1899995803833,6.905607223510742
2x00,11.329999923706055,7.414293924967448
2xab,9.270000457763672,6.501519203186035
2xah,3.549999952316284,7.690301259358724
2xaj,3.7699999809265137,7.626813093821208
2xaq,5.960000038146973,6.71497917175293
2xas,5.889999866485596,6.842390855153401
2xde,5.46999979019165,4.845562934875488
2xdk,3.5999999046325684,6.037762959798177
2xdl,3.0999999046325684,6.154800891876221
2xdx,6.460000038146973,6.652378400166829
2xhr,8.319999694824219,6.138616720835368
2xht,5.960000038146973,6.135189374287923
2xhx,6.599999904632568,6.827838102976481
2xj1,7.550000190734863,7.01415220896403
2xj2,7.179999828338623,6.7626644770304365
2xjg,7.820000171661377,7.519500891367595
2xjj,6.510000228881836,5.8188761075337725
2xjx,9.149999618530273,4.767092863718669
2xm1,5.070000171661377,6.076030731201172
2xm2,4.619999885559082,6.14330259958903
2xmy,9.960000038146973,6.336126645406087
2xnb,6.829999923706055,7.590704600016276
2xpk,11.300000190734863,6.7793763478597
2xys,7.420000076293945,6.550339221954346
2xyt,6.289999961853027,5.408331076304118
2xz5,4.010000228881836,6.892721017201741
2y54,4.699999809265137,6.471415360768636
2y56,6.510000228881836,7.011572043100993
2y57,6.889999866485596,7.751568635304769
2y58,5.5,6.777871767679851
2y8l,5.820000171661377,6.0394744873046875
2y8q,5.820000171661377,5.6624382336934405
2y9q,6.150000095367432,6.11740239461263
2ygf,5.090000152587891,6.316753546396892
2yi5,7.409999847412109,6.495431900024414
2yix,8.479999542236328,7.225960572560628
2yk1,8.130000114440918,6.600404421488444
2yki,9.460000038146973,5.486260573069255
2yme,7.659999847412109,5.183063348134358
2z6w,7.869999885559082,6.072907447814941
2zaz,6.400000095367432,5.314027468363444
2zb0,6.619999885559082,5.054340521494548
2zb1,6.320000171661377,6.100002447764079
2zc9,6.739999771118164,6.493237654368083
2zda,8.399999618530273,6.217794418334961
2zdk,6.369999885559082,6.219906012217204
2zdl,6.400000095367432,6.3655320803324384
2zdm,6.409999847412109,6.107291380564372
2zdn,6.25,7.095742225646973
2zfp,5.170000076293945,6.357710679372151
2zfs,6.539999961853027,5.645650386810303
2zft,6.519999980926514,6.449241002400716
2zgx,6.739999771118164,6.2709641456604
2zhd,6.539999961853027,6.176172574361165
2zju,5.809999942779541,6.59261433283488
2zjv,5.139999866485596,6.531722704569499
2zmd,7.010000228881836,6.655076185862224
2zq1,6.619999885559082,7.065069357554118
2zq2,6.559999942779541,5.792350610097249
3a2c,6.900000095367432,5.770793596903483
3ag9,8.050000190734863,4.74527645111084
3agl,7.800000190734863,5.986910343170166
3agm,9.09000015258789,5.553383032480876
3ama,6.53000020980835,7.6892595291137695
3amb,6.179999828338623,7.618582407633464
3anq,6.739999771118164,6.281750520070394
3axz,3.430000066757202,6.788910865783691
3ay0,3.0399999618530273,6.342452526092529
3b24,4.380000114440918,5.553382873535156
3b25,6.070000171661377,6.025602499643962
3b26,6.639999866485596,6.791390101114909
3b27,5.159999847412109,4.888047695159912
3b28,8.470000267028809,7.991851170857747
3bex,5.570000171661377,7.0926713943481445
3bf1,2.5199999809265137,4.888519922892253
3bft,6.489999771118164,6.367747624715169
3bfu,6.269999980926514,6.485989252726237
3bgq,7.960000038146973,7.566169420878093
3bgz,6.260000228881836,7.133167584737142
3bmn,4.460000038146973,6.872329552968343
3bmo,5.269999980926514,6.487194220225017
3bmq,5.489999771118164,5.332444667816162
3bv9,5.360000133514404,8.364896138509115
3bwj,6.5,5.4237213134765625
3c39,3.9600000381469727,7.000720977783203
3c49,7.150000095367432,5.872746467590332
3c4h,5.699999809265137,5.814509391784668
3c79,7.199999809265137,6.596349875132243
3c84,7.849999904632568,7.397710005442302
3ce0,6.150000095367432,5.514721552530925
3cen,8.260000228881836,5.490636348724365
3cfn,5.0,4.926212151845296
3ckp,6.349999904632568,7.079739411671956
3ckr,5.300000190734863,7.169693311055501
3ckz,8.720000267028809,5.981041590372722
3cl0,7.070000171661377,5.605038324991862
3cl2,7.590000152587891,6.776142915089925
3cow,6.900000095367432,5.738465468088786
3coy,6.019999980926514,5.9720994631449384
3coz,5.570000171661377,4.8616706530253095
3cs7,10.680000305175781,6.1876325607299805
3d7z,7.920000076293945,5.896342913309733
3d83,8.359999656677246,6.582372506459554
3d94,6.800000190734863,6.692277749379476
3d9v,8.220000267028809,6.480510393778483
3da9,5.510000228881836,5.188982645670573
3dnd,4.800000190734863,5.7851236661275225
3dne,5.21999979019165,6.133255481719971
3dux,7.0,6.369763533274333
3e64,7.110000133514404,5.552963574727376
3e92,8.0,5.486711661020915
3e93,8.850000381469727,5.967978000640869
3ebo,4.71999979019165,5.979105154673259
3ebp,5.909999847412109,6.009525299072266
3egk,4.659999847412109,6.199342727661133
3eig,7.679999828338623,7.103113492329915
3eko,6.699999809265137,6.316443125406901
3ekr,7.519999980926514,6.187795321146647
3emg,8.050000190734863,6.554663181304932
3f0r,6.889999866485596,5.8062639236450195
3f68,5.059999942779541,5.232019265492757
3faa,8.149999618530273,7.064378579457601
3fat,7.639999866485596,7.200644493103027
3ffg,9.079999923706055,6.5585713386535645
3fhb,5.699999809265137,6.209082921346028
3fmz,8.079999923706055,7.497747421264648
3fqe,8.300000190734863,6.7003428141276045
3g2v,6.519999980926514,6.538240273793538
3g90,6.360000133514404,7.096467018127441
3g9n,5.739999771118164,7.017993450164795
3gfw,7.570000171661377,6.583139896392822
3gjw,8.300000190734863,6.95742925008138
3gn7,8.300000190734863,6.030038356781006
3gs6,6.590000152587891,5.7932658195495605
3gsm,6.480000019073486,5.867732048034668
3gvu,8.0,7.656332333882649
3gy2,5.739999771118164,5.040043671925862
3gy3,5.630000114440918,6.223178704579671
3gy4,5.099999904632568,5.013601462046306
3hl7,7.639999866485596,6.094918727874756
3hmo,7.519999980926514,6.392526785532634
3hmp,5.489999771118164,6.550000349680583
3hrf,4.989999771118164,5.930427233378093
3huc,5.989999771118164,5.627482096354167
3i25,8.510000228881836,7.425991217295329
3i4b,8.149999618530273,6.921141942342122
3i5z,8.699999809265137,6.793102741241455
3i60,8.699999809265137,6.154056231180827
3imc,2.9600000381469727,6.357898235321045
3ime,3.0,5.164185047149658
3img,2.9600000381469727,6.356308619181315
3io7,7.769999980926514,6.429320017496745
3iob,3.4200000762939453,5.034502983093262
3ioc,3.680000066757202,5.561563491821289
3iod,4.099999904632568,4.727394898732503
3ioe,3.2699999809265137,4.536583582560222
3iok,7.960000038146973,6.423791885375977
3iph,7.599999904632568,6.082959016164144
3iub,4.539999961853027,6.0815253257751465
3iue,5.820000171661377,6.4123992919921875
3ivc,4.119999885559082,4.981916904449463
3ivg,4.300000190734863,4.343961874643962
3ivx,5.739999771118164,4.050398747126262
3jq7,5.920000076293945,5.522607644399007
3jq8,4.460000038146973,5.826558272043864
3jq9,6.400000095367432,6.752538204193115
3jqa,4.460000038146973,7.026492913564046
3jqb,6.019999980926514,5.613853295644124
3jqf,4.460000038146973,7.475713570912679
3jqg,4.739999771118164,6.161017100016276
3jvr,5.71999979019165,6.645129203796387
3jvs,6.539999961853027,6.521809260050456
3jxw,9.0,6.442400614420573
3jy0,8.300000190734863,6.442369143168132
3jy9,9.0,6.4288249015808105
3jya,6.889999866485596,6.8537265459696455
3k41,0.8199999928474426,6.0495255788167315
3k5v,6.300000190734863,6.780076662699382
3k97,8.0,6.800803343454997
3k98,9.0,6.869066079457601
3k99,7.21999979019165,7.022950808207194
3kcf,7.460000038146973,7.562728404998779
3kck,9.100000381469727,5.686679681142171
3kgu,5.920000076293945,4.613022486368815
3khv,1.850000023841858,6.255253156026204
3kjd,8.539999961853027,6.397475719451904
3kqb,9.300000190734863,6.691323757171631
3kqc,8.65999984741211,6.504724661509196
3kqd,9.399999618530273,6.36631441116333
3kqe,8.09000015258789,6.169284343719482
3kr8,8.100000381469727,6.679096539815267
3l1s,8.699999809265137,6.991822083791097
3l3l,7.480000019073486,6.1762040456136065
3l3m,8.220000267028809,6.334309260050456
3lbl,7.440000057220459,6.032958348592122
3ldq,5.360000133514404,5.647146383921306
3le8,6.070000171661377,4.6805416742960615
3lhj,9.510000228881836,6.5468980471293134
3liw,7.599999904632568,5.978367646535237
3ljj,6.519999980926514,6.196232000986735
3ljo,6.619999885559082,6.0394393603007
3m35,7.21999979019165,6.6920701662699384
3m36,9.819999694824219,5.821945667266846
3m37,9.039999961853027,5.792134602864583
3miy,7.679999828338623,6.173094749450684
3mj1,7.820000171661377,7.143138726552327
3ms9,5.21999979019165,5.5895280838012695
3mss,4.659999847412109,5.843092600504558
3myg,10.699999809265137,6.921544710795085
3n0h,6.210000038146973,7.6271138191223145
3n1c,5.21999979019165,6.6912773450215655
3nex,6.0,5.957557201385498
3nga,8.0,5.6011128425598145
3nk8,3.0,5.186517397562663
3nkk,4.699999809265137,7.026341597239177
3nmq,9.699999809265137,6.158955891927083
3nsn,7.190000057220459,6.30010970433553
3nyn,6.0,5.738986651102702
3o2m,4.800000190734863,6.8334113756815595
3oaf,8.800000190734863,6.0272261301676435
3oap,6.260000228881836,7.523911317189534
3ozj,5.110000133514404,7.379087607065837
3ozp,6.619999885559082,6.970945040384929
3p17,4.480000019073486,6.322755018870036
3pd2,5.46999979019165,6.196942488352458
3pd3,4.440000057220459,7.679788748423259
3pd4,4.480000019073486,7.588114261627197
3pe1,9.649999618530273,6.736833413441976
3po1,4.019999980926514,5.949638207753499
3pqz,4.460000038146973,7.188455104827881
3pxq,4.429999828338623,6.009790261586507
3pyy,6.860000133514404,6.234552224477132
3qdd,8.770000457763672,7.135054429372151
3qem,7.21999979019165,6.143806139628093
3qfy,6.119999885559082,6.112300872802734
3qfz,3.240000009536743,6.151330312093099
3qgw,5.889999866485596,5.756915251413981
3qgy,7.800000190734863,5.780969142913818
3qto,4.130000114440918,6.975697199503581
3qtv,4.650000095367432,6.7237480481465655
3que,8.819999694824219,7.113358815511067
3qwc,4.260000228881836,6.037113348642985
3qx5,4.199999809265137,8.064778010050455
3r4m,5.920000076293945,5.507729212443034
3r4n,6.889999866485596,6.491851011912028
3r4o,8.149999618530273,7.2121656735738116
3r4p,7.960000038146973,5.838617006937663
3r5m,4.340000152587891,6.128956000010173
3rlp,7.079999923706055,5.85051425298055
3rlq,7.400000095367432,6.842010974884033
3rlr,7.519999980926514,6.997824827829997
3roc,8.1899995803833,7.029136657714844
3rsx,4.409999847412109,5.785271326700847
3rth,5.210000038146973,5.381193319956462
3rtm,4.420000076293945,5.818590482076009
3rwp,9.220000267028809,6.883071740468343
3rwq,7.460000038146973,6.376256783803304
3s3v,6.230000019073486,6.69556999206543
3s6t,7.349999904632568,6.1177263259887695
3s74,8.399999618530273,6.013030370076497
3sha,5.590000152587891,7.141018072764079
3shc,5.71999979019165,5.755997021993001
3si3,4.159999847412109,7.200952370961507
3si4,3.880000114440918,6.76737642288208
3sur,4.150000095367432,6.488004207611084
3sus,4.150000095367432,6.645619074503581
3sut,7.849999904632568,4.301153500874837
3suu,8.520000457763672,5.354219436645508
3suv,4.550000190734863,6.703566710154216
3suw,4.699999809265137,6.0737606684366865
3sv2,4.190000057220459,6.2808613777160645
3tdh,4.260000228881836,5.734033584594727
3te5,4.909999847412109,5.839444001515706
3tu1,6.599999904632568,5.751912275950114
3tu7,8.09000015258789,6.7186784744262695
3tzm,7.769999980926514,6.187534650166829
3u8j,8.510000228881836,6.745935281117757
3u8k,8.65999984741211,6.201859792073567
3u8l,8.050000190734863,6.240249315897624
3u9n,7.0,6.97371784845988
3udh,2.8499999046325684,6.064713001251221
3ug2,8.25,4.6910834312438965
3unz,7.800000190734863,7.848165512084961
3uo4,6.519999980926514,7.33211628595988
3uo5,7.409999847412109,7.045138041178386
3uo6,7.820000171661377,7.865033149719238
3uod,7.309999942779541,7.128376007080078
3uoj,7.289999961853027,7.917490482330322
3up2,7.400000095367432,7.6473391850789385
3uvk,6.800000190734863,6.337936719258626
3uvw,5.170000076293945,7.147234121958415
3uvx,4.340000152587891,6.060517152150472
3v3b,7.260000228881836,6.617311318715413
3vha,7.400000095367432,6.166063944498698
3vhc,8.890000343322754,6.039618968963623
3vhd,9.279999732971191,5.611346244812012
3vtr,5.570000171661377,5.627546787261963
3wb4,4.440000057220459,5.518570264180501
3wb5,4.570000171661377,4.634235699971517
3wha,9.319999694824219,5.81985076268514
3wth,6.289999961853027,7.000540574391683
3wti,5.900000095367432,6.2005971272786455
3wtj,6.53000020980835,6.98665205637614
3wtl,7.039999961853027,6.553424994150798
3wtm,7.0,6.948770046234131
3wtn,7.039999961853027,7.196597099304199
3wto,6.920000076293945,7.717336654663086
3x1k,3.5899999141693115,5.863535245259603
3zdg,7.099999904632568,7.394522507985433
3zdh,7.349999904632568,7.901071866353353
3zh8,6.46999979019165,7.418532530466716
3zmm,9.140000343322754,8.110700766245523
3zmu,4.300000190734863,4.952882289886475
3zmv,4.260000228881836,6.058345317840576
3zos,8.890000343322754,7.534917990366618
4a6l,8.0,5.371690591176351
4a7j,7.0,5.283078193664551
4ab8,3.869999885559082,5.750197569529216
4ab9,3.3299999237060547,4.202251195907593
4aba,3.819999933242798,4.11347238222758
4abb,4.510000228881836,4.280691941579183
4abd,4.400000095367432,5.027304013570149
4abe,3.4000000953674316,6.371842543284099
4abg,3.569999933242798,5.245965639750163
4abh,4.150000095367432,3.9193906784057617
4abj,7.46999979019165,7.171353816986084
4acm,6.679999828338623,6.3096855481465655
4afg,8.300000190734863,6.657510439554851
4aft,6.46999979019165,6.97270393371582
4aj1,3.109999895095825,4.9443840980529785
4aj2,2.380000114440918,5.77958869934082
4aj4,3.890000104904175,4.863134066263835
4aji,3.549999952316284,6.091772556304932
4ajk,3.109999895095825,5.735171635945638
4ajl,3.799999952316284,6.020212014516194
4ajn,7.159999847412109,6.6266757647196455
4ajo,7.03000020980835,6.421600500742595
4al4,6.889999866485596,6.825008551279704
4alx,7.28000020980835,7.20808219909668
4axd,4.429999828338623,7.779451370239258
4az2,7.329999923706055,6.239867369333903
4az5,5.989999771118164,6.624514579772949
4az6,9.100000381469727,6.042021592458089
4azb,7.239999771118164,6.136549154917399
4aze,8.109999656677246,7.079007148742676
4azf,6.349999904632568,6.7226457595825195
4azg,7.099999904632568,6.034444332122803
4azi,7.449999809265137,6.553483963012695
4b05,7.579999923706055,5.485550721486409
4b2i,3.0,5.237271149953206
4b2l,3.240000009536743,4.890089193979899
4b32,3.3399999141693115,5.276641368865967
4b33,3.369999885559082,5.823165734608968
4b34,3.140000104904175,5.426951090494792
4b35,2.890000104904175,5.883485635121663
4b3c,2.680000066757202,4.861849308013916
4b3d,2.680000066757202,4.872539520263672
4b5d,7.889999866485596,5.747770309448242
4b7p,9.460000038146973,5.296752134958903
4bi6,3.950000047683716,7.988852024078369
4bkj,8.720000267028809,8.146736939748129
4bny,7.099999904632568,7.149911880493164
4bqg,6.21999979019165,5.590315341949463
4bqt,5.789999961853027,6.762113571166992
4btk,6.619999885559082,6.835054238637288
4c9w,6.110000133514404,5.392420609792073
4c9x,7.320000171661377,5.71954345703125
4ch2,5.989999771118164,5.72116216023763
4ch8,5.989999771118164,5.014876365661621
4cki,5.960000038146973,5.553937911987305
4ckj,4.840000152587891,5.427735805511475
4cwn,5.590000152587891,6.37929646174113
4cwo,5.210000038146973,6.3434068361918134
4cwp,6.769999980926514,6.440404733022054
4cwq,7.059999942779541,7.2920552889506025
4cwr,8.300000190734863,6.924830913543701
4cws,7.920000076293945,6.318320433298747
4cwt,6.75,7.043231805165608
4d7b,7.679999828338623,5.4359127680460615
4d8z,6.289999961853027,5.265290260314941
4daf,7.119999885559082,5.011070251464844
4dai,6.960000038146973,4.971907774607341
4db7,6.559999942779541,5.090516885121663
4dbm,7.619999885559082,5.079115072886149
4ddh,3.299999952316284,5.780391216278076
4ddk,2.2899999618530273,5.818728923797607
4ddm,2.4600000381469727,5.31541124979655
4de5,3.1500000953674316,5.1603695551554365
4dfu,4.599999904632568,5.108476161956787
4dju,5.440000057220459,5.708042462666829
4djv,6.71999979019165,5.884842872619629
4djw,6.28000020980835,5.285903771718343
4djx,7.230000019073486,5.869680245717366
4djy,8.270000457763672,6.304263591766357
4dlj,5.920000076293945,7.149705568949382
4dn0,5.71999979019165,4.842249234517415
4duh,5.179999828338623,6.818355878194173
4e0x,7.119999885559082,6.919643878936768
4e5w,7.659999847412109,5.237757205963135
4e6d,8.920000076293945,6.5577131907145185
4e6q,8.359999656677246,6.343125979105632
4ef4,5.349999904632568,5.726781686147054
4ef6,2.9200000762939453,5.9837900797526045
4efk,2.490000009536743,5.1638312339782715
4elb,8.300000190734863,5.6069560050964355
4ele,7.880000114440918,5.984249909718831
4elf,8.029999732971191,6.223804155985515
4elg,8.15999984741211,6.013696193695068
4elh,8.09000015258789,5.738992532094319
4erf,9.399999618530273,5.88386599222819
4etz,6.300000190734863,5.693759759267171
4eu0,6.400000095367432,6.693860689798991
