pid,kind,y_true,y_pred
3hl7,Ki,7.6400,7.3670
3hmo,Kd,7.5200,7.4731
3hmp,Kd,5.4900,5.1080
3hrf,Kd,4.9900,5.0521
3huc,Kd,5.9900,6.9074
3i25,Ki,8.5100,10.5842
3i4b,Ki,8.1500,7.3614
3i5z,Ki,8.7000,7.5322
3i60,Ki,8.7000,7.7318
3imc,Kd,2.9600,4.8198
3ime,Kd,3.0000,4.2483
3img,Kd,2.9600,4.8128
3io7,Ki,7.7700,7.6024
3iob,Kd,3.4200,6.2333
3ioc,Kd,3.6800,7.2621
3iod,Kd,4.1000,7.4190
3ioe,Kd,3.2700,6.9530
3iok,Ki,7.9600,7.6473
3iph,Ki,7.6000,8.7172
3iub,Kd,4.5400,6.8567
3iue,Kd,5.8200,6.5701
3ivc,Kd,4.1200,6.2259
3ivg,Kd,4.3000,7.2577
3ivx,Kd,5.7400,7.0899
3jq7,Ki,5.9200,5.7098
3jq8,Ki,4.4600,4.7176
3jq9,Ki,6.4000,6.3645
3jqa,Ki,4.4600,4.2608
3jqb,Ki,6.0200,5.5360
3jqf,Ki,4.4600,3.6035
3jqg,Ki,4.7400,5.7216
3jvr,Ki,5.7200,5.4104
3jvs,Kd,6.5400,5.6563
3jxw,Ki,9.0000,7.4753
3jy0,Ki,8.3000,6.8353
3jy9,Ki,9.0000,7.8555
3jya,Ki,6.8900,6.3831
3k41,Kd,0.8200,4.2724
3k5v,Kd,6.3000,6.3872
3k97,Ki,8.0000,6.5642
3k98,Kd,9.0000,6.1898
3k99,Ki,7.2200,5.8908
3kcf,Ki,7.4600,9.0043
3kgu,Kd,5.9200,6.8326
3khv,Ki,1.8500,4.7846
3kjd,Kd,8.5400,5.9368
3kqb,Ki,9.3000,8.5208
3kqc,Ki,8.6600,8.6477
3kqd,Ki,9.4000,8.9546
3kqe,Ki,8.0900,8.4746
3kr8,Kd,8.1000,6.8780
3l1s,Ki,8.7000,6.9429
3l3l,Ki,7.4800,5.6105
3l3m,Ki,8.2200,7.2185
3lbl,Ki,7.4400,7.2717
3ldq,Ki,5.3600,5.9261
3le8,Kd,6.0700,6.4780
3lhj,Kd,9.5100,7.9329
3liw,Ki,7.6000,7.3890
3ljj,Kd,6.5200,5.6055
3ljo,Kd,6.6200,5.5361
3m35,Ki,7.2200,7.3014
3m36,Ki,9.8200,8.2002
3m37,Ki,9.0400,7.9523
3miy,Kd,7.6800,6.9062
3mj1,Kd,7.8200,7.1862
3ms9,Kd,5.2200,5.5047
3mss,Kd,4.6600,5.8720
3myg,Kd,10.7000,6.7942
3n0h,Ki,6.2100,7.0439
3n1c,Kd,5.2200,5.5011
3nex,Kd,6.0000,7.1668
3nga,Kd,8.0000,6.2267
3nk8,Kd,3.0000,5.3175
3nkk,Kd,4.7000,4.7522
3nmq,Ki,9.7000,8.6230
3nsn,Ki,7.1900,7.1388
3nyn,Kd,6.0000,6.0219
3o2m,Kd,4.8000,5.2791
3oaf,Ki,8.8000,7.2041
3oap,Kd,6.2600,7.9781
3ozj,Kd,5.1100,6.3495
3ozp,Ki,6.6200,6.9570
3p17,Ki,4.4800,6.6428
3pd2,Kd,5.4700,6.5957
3pd3,Kd,4.4400,6.7124
3pd4,Kd,4.4800,6.0958
3pe1,Ki,9.6500,7.9707
3po1,Kd,4.0200,6.1692
3pqz,Kd,4.4600,6.2880
3pxq,Kd,4.4300,6.9680
3pyy,Kd,6.8600,6.0008
3qdd,Ki,8.7700,7.6085
3qem,Kd,7.2200,6.7224
3qfy,Ki,6.1200,7.2768
3qfz,Ki,3.2400,6.7041
3qgw,Ki,5.8900,6.2511
3qgy,Ki,7.8000,7.3367
3qto,Ki,4.1300,6.9701
3qtv,Ki,4.6500,6.9684
3que,Kd,8.8200,7.3463
3qwc,Ki,4.2600,7.0941
3qx5,Ki,4.2000,7.4345
3r4m,Ki,5.9200,6.0986
3r4n,Ki,6.8900,7.3363
3r4o,Ki,8.1500,8.8067
3r4p,Ki,7.9600,8.5912
3r5m,Kd,4.3400,6.0883
3rlp,Kd,7.0800,6.1328
3rlq,Ki,7.4000,7.9607
3rlr,Ki,7.5200,8.4364
3roc,Ki,8.1900,8.1529
3rsx,Kd,4.4100,4.9648
3rth,Kd,5.2100,6.1861
3rtm,Kd,4.4200,5.5471
3rwp,Ki,9.2200,8.1613
3rwq,Ki,7.4600,7.4036
3s3v,Ki,6.2300,7.3462
3s6t,Ki,7.3500,6.7993
3s74,Kd,8.4000,5.1528
3sha,Ki,5.5900,6.7727
3shc,Ki,5.7200,7.1209
3si3,Ki,4.1600,6.7468
3si4,Ki,3.8800,6.8116
3sur,Ki,4.1500,8.2830
3sus,Ki,4.1500,8.4423
3sut,Ki,7.8500,8.2446
3suu,Ki,8.5200,8.2497
3suv,Ki,4.5500,7.7521
3suw,Ki,4.7000,7.7464
3sv2,Ki,4.1900,6.7858
3tdh,Kd,4.2600,5.0767
3te5,Kd,4.9100,5.8139
3tu1,Ki,6.6000,7.0833
3tu7,Ki,8.0900,7.1353
3tzm,Ki,7.7700,9.2509
3u8j,Ki,8.5100,5.4641
3u8k,Ki,8.6600,5.8657
3u8l,Ki,8.0500,5.5691
3u9n,Kd,7.0000,7.0825
3udh,Kd,2.8500,5.0645
3ug2,Kd,8.2500,7.0909
3unz,Kd,7.8000,5.5929
3uo4,Kd,6.5200,5.6523
3uo5,Kd,7.4100,4.8578
3uo6,Kd,7.8200,5.5690
3uod,Kd,7.3100,5.9569
3uoj,Kd,7.2900,6.2049
3up2,Kd,7.4000,6.1397
3uvk,Kd,6.8000,6.3764
3uvw,Kd,5.1700,6.4263
3uvx,Kd,4.3400,5.7638
3v3b,Kd,7.2600,8.6707
3vha,Kd,7.4000,6.6456
3vhc,Kd,8.8900,7.3023
3vhd,Kd,9.2800,7.0402
3vtr,Ki,5.5700,7.3161
3wb4,Kd,4.4400,5.5422
3wb5,Kd,4.5700,5.5634
3wha,Kd,9.3200,8.0997
3wth,Kd,6.2900,5.2563
3wti,Kd,5.9000,5.0384
3wtj,Kd,6.5300,6.2968
3wtl,Kd,7.0400,5.4299
3wtm,Kd,7.0000,5.1186
3wtn,Kd,7.0400,5.3541
3wto,Kd,6.9200,5.1192
3x1k,Kd,3.5900,6.2049
3zdg,Ki,7.1000,5.7805
3zdh,Ki,7.3500,6.0094
3zh8,Kd,6.4700,6.9287
3zmm,Ki,9.1400,7.6724
3zmu,Ki,4.3000,8.0047
3zmv,Ki,4.2600,8.0990
3zos,Kd,8.8900,8.2242
4a6l,Ki,8.0000,7.6224
4a7j,Kd,7.0000,5.9207
4ab8,Kd,3.8700,4.4501
4ab9,Kd,3.3300,3.9931
4aba,Kd,3.8200,4.3385
4abb,Kd,4.5100,4.5311
4abd,Kd,4.4000,4.3109
4abe,Kd,3.4000,4.2285
4abg,Kd,3.5700,4.6403
4abh,Kd,4.1500,4.5387
4abj,Ki,7.4700,7.6475
4acm,Ki,6.6800,8.4754
4afg,Ki,8.3000,6.8511
4aft,Kd,6.4700,6.1608
4aj1,Kd,3.1100,4.6634
4aj2,Kd,2.3800,4.9954
4aj4,Kd,3.8900,5.1333
4aji,Kd,3.5500,4.8107
4ajk,Kd,3.1100,4.7857
4ajl,Kd,3.8000,5.3463
4ajn,Kd,7.1600,6.2286
4ajo,Kd,7.0300,6.2432
4al4,Kd,6.8900,6.3614
4alx,Ki,7.2800,6.3671
4axd,Kd,4.4300,5.5265
4az2,Ki,7.3300,7.0738
4az5,Kd,5.9900,8.2290
4az6,Ki,9.1000,7.8368
4azb,Kd,7.2400,6.7913
4aze,Kd,8.1100,6.9478
4azf,Kd,6.3500,6.2991
4azg,Kd,7.1000,6.7706
4azi,Kd,7.4500,7.4499
4b05,Ki,7.5800,8.3197
4b2i,Kd,3.0000,3.9497
4b2l,Kd,3.2400,4.5522
4b32,Kd,3.3400,3.9786
4b33,Kd,3.3700,4.0324
4b34,Kd,3.1400,4.1352
4b35,Kd,2.8900,4.0128
4b3c,Kd,2.6800,3.8169
4b3d,Kd,2.6800,4.0310
4b5d,Ki,7.8900,6.3278
4b7p,Kd,9.4600,6.9117
4bi6,Kd,3.9500,5.4915
4bkj,Kd,8.7200,6.9861
4bny,Ki,7.1000,7.4661
4bqg,Kd,6.2200,6.5525
4bqt,Kd,5.7900,5.1174
4btk,Kd,6.6200,5.8878
4c9w,Kd,6.1100,6.8646
4c9x,Kd,7.3200,7.6000
4ch2,Kd,5.9900,7.5368
4ch8,Kd,5.9900,4.7330
4cki,Kd,5.9600,5.6329
4ckj,Kd,4.8400,5.3024
4cwn,Ki,5.5900,7.5295
4cwo,Ki,5.2100,6.8196
4cwp,Ki,6.7700,7.1976
4cwq,Ki,7.0600,7.8682
4cwr,Ki,8.3000,7.6477
4cws,Ki,7.9200,7.4058
4cwt,Ki,6.7500,8.4607
4d7b,Kd,7.6800,6.5831
4d8z,Kd,6.2900,4.9971
4daf,Kd,7.1200,4.3401
4dai,Kd,6.9600,3.6001
4db7,Kd,6.5600,3.9827
4dbm,Kd,7.6200,6.2879
4ddh,Kd,3.3000,4.7624
4ddk,Kd,2.2900,4.8598
4ddm,Kd,2.4600,4.2410
4de5,Kd,3.1500,4.5065
4dfu,Ki,4.6000,5.1809
4dju,Ki,5.4400,6.0338
4djv,Ki,6.7200,7.0129
4djw,Ki,6.2800,6.5561
4djx,Ki,7.2300,6.8277
4djy,Ki,8.2700,7.1548
4dlj,Kd,5.9200,6.2424
4dn0,Kd,5.7200,5.0556
4duh,Kd,5.1800,6.4446
4e0x,Ki,7.1200,5.3417
4e5w,Ki,7.6600,9.0270
4e6d,Ki,8.9200,7.7217
4e6q,Ki,8.3600,7.9973
4ef4,Kd,5.3500,6.3258
4ef6,Kd,2.9200,4.5209
4efk,Kd,2.4900,5.5711
4elb,Ki,8.3000,8.0414
4ele,Ki,7.8800,8.0805
4elf,Ki,8.0300,8.4481
4elg,Ki,8.1600,8.2462
4elh,Ki,8.0900,8.0017
4erf,Kd,9.4000,6.2431
4etz,Kd,6.3000,5.0738
4eu0,Kd,6.4000,5.0998
4euv,Kd,6.3000,4.9924
4f08,Ki,6.6000,6.6275
4f09,Ki,6.7000,6.7011
4f5y,Kd,5.4300,6.4228
4f9g,Kd,5.6200,6.3637
4f9w,Ki,6.9400,7.5644
4f9y,Kd,6.7400,6.8137
4fcq,Kd,7.0000,7.8198
4fcr,Kd,9.4000,8.1049
4fev,Ki,5.4200,6.0364
4few,Ki,5.2100,6.1533
4fm7,Kd,7.2400,7.6743
4fm8,Kd,5.9700,7.5388
4fmq,Kd,5.0500,7.1993
4frs,Ki,8.7700,7.1660
4fse,Ki,7.4000,7.1931
4fsl,Ki,7.7000,7.2620
4fzj,Kd,3.1500,4.0815
4g5f,Kd,3.0500,4.5098
4g8m,Kd,7.8900,5.1382
4g95,Ki,7.6100,6.8896
4gfm,Ki,7.2200,6.1103
4gid,Ki,10.7700,9.0055
4gih,Ki,8.3200,7.3777
4gkh,Ki,4.6700,6.4789
4gki,Ki,4.4600,6.2345
4gm3,Ki,9.0000,7.8418
4gm8,Ki,9.0000,7.7702
4gmy,Ki,7.5500,6.9380
4gzp,Ki,7.8400,8.3497
4gzt,Ki,7.7700,8.0240
4h1e,Ki,8.5200,7.7753
4h3f,Ki,9.0000,8.0704
4h3g,Ki,8.2200,7.8802
4h3i,Ki,8.5200,7.8974
4h3j,Ki,7.0500,7.6760
4h3q,Kd,5.1000,7.5703
4ha5,Ki,7.2400,6.6168
4hfp,Kd,7.3800,7.5695
4hgc,Ki,10.0000,7.7147
4hge,Ki,7.9200,7.3788
4i5h,Ki,8.7000,9.6644
4i8x,Kd,2.6400,5.2227
4i9h,Kd,7.1700,7.9114
4i9u,Kd,3.8600,5.5713
4igt,Kd,7.8900,5.7109
4iq6,Ki,7.2400,6.7003
4iue,Kd,6.5500,6.2159
4iva,Ki,7.1600,7.3653
4j21,Kd,7.4100,6.2089
4j22,Kd,7.7400,6.9437
4j3l,Kd,7.8000,6.6008
4j93,Kd,4.7000,4.8587
4jfi,Ki,4.7400,7.9813
4jfj,Ki,5.6800,7.8440
4jfk,Kd,6.4400,7.7867
4jfm,Kd,5.4800,7.3030
4jia,Ki,9.2200,7.7771
4jsz,Ki,2.3000,4.8514
4k0y,Ki,7.8200,7.5488
4k18,Ki,8.9600,7.9698
4k1b,Ki,11.5200,8.0833
4k4j,Kd,6.1200,6.3336
4k6i,Kd,6.2000,7.8940
4kby,Kd,6.7300,7.0733
4km0,Kd,6.0400,5.0214
4km2,Kd,5.8400,5.4600
4kne,Kd,5.9000,4.8069
4ksy,Kd,8.4200,6.9679
4kzq,Kd,6.1000,5.5511
4loh,Kd,6.9600,7.0333
4loo,Kd,8.1500,7.1199
