pdb_id,true_pK,pred_pK
1xbb,5.300000190734863,4.326242446899414
1xhy,6.179999828338623,7.362486203511556
1xk9,6.849999904632568,5.000429630279541
1xkk,8.520000457763672,6.251370112101237
1xws,8.0,6.3651204109191895
1xxh,6.110000133514404,6.271948496500651
1xxi,5.519999980926514,7.903336366017659
1y3v,5.639999866485596,4.555272738138835
1y3w,5.769999980926514,4.808876991271973
1y3x,5.139999866485596,5.060936450958252
1ydr,5.519999980926514,5.662105242411296
1yds,5.920000076293945,5.989217122395833
1yp9,5.110000133514404,5.408554712931315
1ype,8.100000381469727,5.711122512817383
1ypg,8.0,5.393767197926839
1ypj,7.019999980926514,5.795873641967773
1z6e,9.720000267028809,5.880395730336507
2al5,8.399999618530273,7.244034131368001
2b1g,6.639999866485596,5.903244654337565
2b1i,6.820000171661377,6.437172571818034
2bal,6.309999942779541,6.667200883229573
2br1,5.139999866485596,6.4773023923238116
2brb,4.860000133514404,6.302935600280762
2brm,5.889999866485596,5.968319892883301
2byp,9.0600004196167,7.645076274871826
2byr,8.550000190734863,6.817901134490967
2bys,9.520000457763672,7.001008192698161
2bza,2.799999952316284,5.98298994700114
2c3i,7.599999904632568,6.220742702484131
2c3j,6.179999828338623,5.49450699488322
2c3k,7.590000152587891,6.571009000142415
2c3l,5.070000171661377,7.000570297241211
2c6o,8.220000267028809,6.674737771352132
2cbj,8.270000457763672,6.503890832265218
2cji,8.220000267028809,6.862890720367432
2clx,4.880000114440918,5.834186395009358
2cvd,6.099999904632568,6.46900733311971
2d0k,5.019999980926514,4.819755872090657
2e2p,4.739999771118164,5.4638950030008955
2epn,7.21999979019165,6.998414516448975
2esm,6.28000020980835,7.124958197275798
2etk,6.820000171661377,7.441980202992757
2etr,6.820000171661377,7.12495485941569
2fb8,9.800000190734863,7.338298797607422
2fdp,7.590000152587891,7.312334696451823
2fpz,3.9600000381469727,7.001405715942383
2fvd,8.520000457763672,6.030113538106282
2fx6,3.700000047683716,5.628577709197998
2fzz,10.520000457763672,5.904818058013916
2g00,9.739999771118164,6.274098555246989
2gl0,4.820000171661377,6.050344626108806
2h13,5.349999904632568,5.373375256856282
2ito,6.909999847412109,6.231980800628662
2itt,8.770000457763672,6.003000100453694
2ity,7.269999980926514,6.047870953877767
2itz,8.59000015258789,5.317529360453288
2j27,3.5199999809265137,5.012709776560466
2j2u,7.329999923706055,5.780672073364258
2j34,7.820000171661377,6.492814858754476
2j4i,9.0,5.633127371470134
2j62,11.34000015258789,7.248162905375163
2j94,6.269999980926514,6.031932989756267
2j95,8.399999618530273,6.183240572611491
2jds,8.199999809265137,6.478504816691081
2jdv,8.199999809265137,7.86357847849528
2jh0,8.699999809265137,6.395442167917888
2jh5,6.440000057220459,6.191033840179443
2jh6,7.769999980926514,6.691782474517822
2jkh,8.050000190734863,5.086965878804524
2ohl,3.049999952316284,4.985393047332764
2ojg,5.639999866485596,5.75401242574056
2oji,7.070000171661377,5.758421421051025
2ojj,8.699999809265137,6.542176564534505
2oxn,7.440000057220459,3.7089150746663413
2p16,10.100000381469727,6.074426651000977
2p4j,8.960000038146973,7.143798033396403
2p93,8.819999694824219,5.811732927958171
2p94,9.170000076293945,6.026748021443685
2p95,9.369999885559082,6.761345863342285
2pgz,5.739999771118164,6.160084088643392
2psx,5.769999980926514,6.425670623779297
2qmg,9.149999618530273,7.096026261647542
2qrk,4.260000228881836,6.238148848215739
2qrl,4.0,5.00403626759847
2r2m,7.329999923706055,5.948770523071289
2r2w,4.46999979019165,6.4131232897440595
2r5b,8.600000381469727,6.787389437357585
2r5d,10.149999618530273,8.42521603902181
2rcb,6.789999961853027,6.869038263956706
2rin,4.0,5.29699166615804
2uwd,8.350000381469727,7.48041836420695
2uwl,8.399999618530273,6.267551263173421
2uwo,8.699999809265137,6.376771608988444
2uwp,6.809999942779541,6.234198252360026
2v2c,3.4100000858306885,7.171777089436849
2v2h,3.7699999809265137,7.206956227620442
2vc9,8.4399995803833,7.627513567606608
2vcb,5.260000228881836,6.157504081726074
2vkm,8.739999771118164,7.173152446746826
2vvc,8.520000457763672,6.592878977457683
2vvn,7.300000190734863,6.4452924728393555
2vvs,7.340000152587891,6.4176106452941895
2w26,9.399999618530273,6.287007967631022
2w66,4.050000190734863,6.567984263102214
2w67,4.960000038146973,6.34563684463501
2w8f,6.300000190734863,5.271877606709798
2w8g,6.0,5.071017583211263
2w9h,6.369999885559082,5.538555939992269
2wb5,9.130000114440918,6.877823829650879
2wd7,4.96999979019165,6.058059056599935
2wn9,8.520000457763672,5.00656779607137
2wnc,6.320000171661377,6.427295684814453
2wnj,6.480000019073486,5.047176520029704
2wnl,6.0,5.105186144510905
2wtv,8.739999771118164,7.55458402633667
2wtw,8.1899995803833,7.506807168324788
2x00,11.329999923706055,6.8285783131917315
2xab,9.270000457763672,6.667917410532634
2xah,3.549999952316284,6.836409091949463
2xaj,3.7699999809265137,7.0687737464904785
2xaq,5.960000038146973,6.615131696065267
2xas,5.889999866485596,7.236220518747966
2xde,5.46999979019165,4.4471432367960615
2xdk,3.5999999046325684,5.345484892527263
2xdl,3.0999999046325684,5.6225277582804365
2xdx,6.460000038146973,6.377017180124919
2xhr,8.319999694824219,6.49542776743571
2xht,5.960000038146973,6.084757486979167
2xhx,6.599999904632568,6.969274202982585
2xj1,7.550000190734863,6.646814346313477
2xj2,7.179999828338623,6.78129784266154
2xjg,7.820000171661377,7.074520111083984
2xjj,6.510000228881836,5.826636632283528
2xjx,9.149999618530273,5.594780604044597
2xm1,5.070000171661377,5.411119302113851
2xm2,4.619999885559082,5.634479681650798
2xmy,9.960000038146973,5.764863650004069
2xnb,6.829999923706055,6.419208367665608
2xpk,11.300000190734863,7.189568996429443
2xys,7.420000076293945,6.672597090403239
2xyt,6.289999961853027,5.330955505371094
2xz5,4.010000228881836,6.744609991709392
2y54,4.699999809265137,6.098880290985107
2y56,6.510000228881836,7.737521966298421
2y57,6.889999866485596,7.61091407140096
2y58,5.5,6.812361876169841
2y8l,5.820000171661377,6.761570771535237
2y8q,5.820000171661377,5.777626991271973
2y9q,6.150000095367432,5.64450740814209
2ygf,5.090000152587891,6.072958151499431
2yi5,7.409999847412109,6.763785044352214
2yix,8.479999542236328,5.654745578765869
2yk1,8.130000114440918,6.579159736633301
2yki,9.460000038146973,6.691381931304932
2yme,7.659999847412109,4.972118377685547
2z6w,7.869999885559082,5.827883084615071
2zaz,6.400000095367432,5.809325695037842
2zb0,6.619999885559082,5.284666220347087
2zb1,6.320000171661377,6.421118259429932
2zc9,6.739999771118164,6.701910495758057
2zda,8.399999618530273,6.118326822916667
2zdk,6.369999885559082,6.057586193084717
2zdl,6.400000095367432,6.219149271647136
2zdm,6.409999847412109,5.932929356892903
2zdn,6.25,6.457551956176758
2zfp,5.170000076293945,6.443934440612793
2zfs,6.539999961853027,5.744557539621989
2zft,6.519999980926514,6.369198481241862
2zgx,6.739999771118164,6.0729743639628095
2zhd,6.539999961853027,6.024324417114258
2zju,5.809999942779541,6.094118436177571
2zjv,5.139999866485596,6.077286879221599
2zmd,7.010000228881836,6.791242758433024
2zq1,6.619999885559082,6.415632883707683
2zq2,6.559999942779541,4.71353006362915
3a2c,6.900000095367432,5.75824515024821
3ag9,8.050000190734863,3.6407384872436523
3agl,7.800000190734863,5.509689172108968
3agm,9.09000015258789,4.929141362508138
3ama,6.53000020980835,6.889710267384847
3amb,6.179999828338623,6.2470167477925616
3anq,6.739999771118164,6.461050192515056
3axz,3.430000066757202,7.4007500012715655
3ay0,3.0399999618530273,6.332881768544515
3b24,4.380000114440918,5.2435728708903
3b25,6.070000171661377,5.972975571950276
3b26,6.639999866485596,6.155181884765625
3b27,5.159999847412109,6.130512237548828
3b28,8.470000267028809,7.782355308532715
3bex,5.570000171661377,5.572923183441162
3bf1,2.5199999809265137,4.701659043629964
3bft,6.489999771118164,6.285781542460124
3bfu,6.269999980926514,6.108670870463054
3bgq,7.960000038146973,6.768854300181071
3bgz,6.260000228881836,7.338217576344808
3bmn,4.460000038146973,6.530343055725098
3bmo,5.269999980926514,6.036782264709473
3bmq,5.489999771118164,5.573541800181071
3bv9,5.360000133514404,8.03687572479248
3bwj,6.5,5.6655557950337725
3c39,3.9600000381469727,6.3940534591674805
3c49,7.150000095367432,5.811739444732666
3c4h,5.699999809265137,5.964950879414876
3c79,7.199999809265137,7.007386207580566
3c84,7.849999904632568,7.015143871307373
3ce0,6.150000095367432,4.6155087153116865
3cen,8.260000228881836,5.62533171971639
3cfn,5.0,3.962329069773356
3ckp,6.349999904632568,7.026098410288493
3ckr,5.300000190734863,6.530277570088704
3ckz,8.720000267028809,5.818936347961426
3cl0,7.070000171661377,5.426222324371338
3cl2,7.590000152587891,6.160705089569092
3cow,6.900000095367432,5.855568250020345
3coy,6.019999980926514,6.391965389251709
3coz,5.570000171661377,5.4095048904418945
3cs7,10.680000305175781,6.634373664855957
3d7z,7.920000076293945,5.719457626342773
3d83,8.359999656677246,6.142264048258464
3d94,6.800000190734863,5.9121012687683105
3d9v,8.220000267028809,7.052719910939534
3da9,5.510000228881836,5.743676662445068
3dnd,4.800000190734863,5.699310938517253
3dne,5.21999979019165,5.735769112904866
3dux,7.0,6.31895653406779
3e64,7.110000133514404,5.405932108561198
3e92,8.0,5.962629318237305
3e93,8.850000381469727,6.425795237223308
3ebo,4.71999979019165,5.527863184611003
3ebp,5.909999847412109,5.537696202596028
3egk,4.659999847412109,5.953638235727946
3eig,7.679999828338623,5.948525110880534
3eko,6.699999809265137,5.553582668304443
3ekr,7.519999980926514,6.2810126940409345
3emg,8.050000190734863,6.324133237202962
3f0r,6.889999866485596,5.993712743123372
3f68,5.059999942779541,5.081390857696533
3faa,8.149999618530273,7.6381731033325195
3fat,7.639999866485596,7.728196938832601
3ffg,9.079999923706055,6.485451062520345
3fhb,5.699999809265137,5.803768316904704
3fmz,8.079999923706055,7.325436909993489
3fqe,8.300000190734863,6.873808224995931
3g2v,6.519999980926514,6.141073703765869
3g90,6.360000133514404,6.774760564168294
3g9n,5.739999771118164,6.784833908081055
3gfw,7.570000171661377,6.641000747680664
3gjw,8.300000190734863,6.57505448659261
3gn7,8.300000190734863,6.600409030914307
3gs6,6.590000152587891,4.7796017328898115
3gsm,6.480000019073486,5.289848327636719
3gvu,8.0,7.924515565236409
3gy2,5.739999771118164,3.171754519144694
3gy3,5.630000114440918,5.221784909566243
3gy4,5.099999904632568,5.023730754852295
3hl7,7.639999866485596,6.760013262430827
3hmo,7.519999980926514,6.389599482218425
3hmp,5.489999771118164,5.959550380706787
3hrf,4.989999771118164,5.396469593048096
3huc,5.989999771118164,5.775380452473958
3i25,8.510000228881836,6.751909097035726
3i4b,8.149999618530273,6.870457013448079
3i5z,8.699999809265137,5.906806945800781
3i60,8.699999809265137,5.709832668304443
3imc,2.9600000381469727,6.365332126617432
3ime,3.0,4.9454976717631025
3img,2.9600000381469727,6.847104708353679
3io7,7.769999980926514,6.400369008382161
3iob,3.4200000762939453,4.629570484161377
3ioc,3.680000066757202,5.415503819783528
3iod,4.099999904632568,5.31983216603597
3ioe,3.2699999809265137,3.941995938618978
3iok,7.960000038146973,6.384732087453206
3iph,7.599999904632568,6.321990807851155
3iub,4.539999961853027,5.876363754272461
3iue,5.820000171661377,6.283828099568685
3ivc,4.119999885559082,4.524601300557454
3ivg,4.300000190734863,4.612240632375081
3ivx,5.739999771118164,4.373181343078613
3jq7,5.920000076293945,5.952110926310222
3jq8,4.460000038146973,5.574619611104329
3jq9,6.400000095367432,7.554764747619629
3jqa,4.460000038146973,6.627192656199138
3jqb,6.019999980926514,4.753906885782878
3jqf,4.460000038146973,7.693237940470378
3jqg,4.739999771118164,5.720455328623454
3jvr,5.71999979019165,6.447882652282715
3jvs,6.539999961853027,6.278787453969319
3jxw,9.0,6.989973704020183
3jy0,8.300000190734863,5.9502865473429365
3jy9,9.0,7.036403973897298
3jya,6.889999866485596,6.415040969848633
3k41,0.8199999928474426,5.176555315653483
3k5v,6.300000190734863,6.282429854075114
3k97,8.0,6.947855790456136
3k98,9.0,7.0998843510945635
3k99,7.21999979019165,6.812353293100993
3kcf,7.460000038146973,7.530354976654053
3kck,9.100000381469727,6.034875710805257
3kgu,5.920000076293945,4.387459754943848
3khv,1.850000023841858,6.813221295674642
3kjd,8.539999961853027,6.166897455851237
3kqb,9.300000190734863,6.423712730407715
3kqc,8.65999984741211,6.6362840334574384
3kqd,9.399999618530273,6.642977396647136
3kqe,8.09000015258789,6.227070967356364
3kr8,8.100000381469727,5.11786429087321
3l1s,8.699999809265137,7.356349468231201
3l3l,7.480000019073486,6.505516370137532
3l3m,8.220000267028809,5.982721010843913
3lbl,7.440000057220459,6.253793239593506
3ldq,5.360000133514404,5.7151749928792315
3le8,6.070000171661377,4.859169006347656
3lhj,9.510000228881836,7.053067525227864
3liw,7.599999904632568,5.633400122324626
3ljj,6.519999980926514,6.141862233479817
3ljo,6.619999885559082,4.73474136988322
3m35,7.21999979019165,5.470791816711426
3m36,9.819999694824219,5.985672156016032
3m37,9.039999961853027,6.0362850824991865
3miy,7.679999828338623,5.732885996500651
3mj1,7.820000171661377,5.98781140645345
3ms9,5.21999979019165,6.540351390838623
3mss,4.659999847412109,5.05977217356364
3myg,10.699999809265137,6.996750513712565
3n0h,6.210000038146973,6.606948375701904
3n1c,5.21999979019165,7.003281593322754
3nex,6.0,4.775521596272786
3nga,8.0,6.757275263468425
3nk8,3.0,5.395331223805745
3nkk,4.699999809265137,5.550491809844971
3nmq,9.699999809265137,5.951089541117351
3nsn,7.190000057220459,5.489326000213623
3nyn,6.0,6.912703990936279
3o2m,4.800000190734863,6.637235005696614
3oaf,8.800000190734863,5.253258069356282
3oap,6.260000228881836,7.426671663920085
3ozj,5.110000133514404,7.953946431477864
3ozp,6.619999885559082,6.53677241007487
3p17,4.480000019073486,7.272491455078125
3pd2,5.46999979019165,7.60113509496053
3pd3,4.440000057220459,7.86603848139445
3pd4,4.480000019073486,7.041384379069011
3pe1,9.649999618530273,6.0761799812316895
3po1,4.019999980926514,6.558200200398763
3pqz,4.460000038146973,6.6836921374003095
3pxq,4.429999828338623,6.440756003061931
3pyy,6.860000133514404,6.533930937449138
3qdd,8.770000457763672,6.265113512674968
3qem,7.21999979019165,6.542448838551839
3qfy,6.119999885559082,5.286192735036214
3qfz,3.240000009536743,5.457468350728353
3qgw,5.889999866485596,5.2613175710042315
3qgy,7.800000190734863,5.706661701202393
3qto,4.130000114440918,7.1599227587382
3qtv,4.650000095367432,6.783745129903157
3que,8.819999694824219,7.447900772094727
3qwc,4.260000228881836,6.564080874125163
3qx5,4.199999809265137,6.965007940928142
3r4m,5.920000076293945,5.564066727956136
3r4n,6.889999866485596,6.120062033335368
3r4o,8.149999618530273,6.754031658172607
3r4p,7.960000038146973,5.2313605944315595
3r5m,4.340000152587891,6.9237518310546875
3rlp,7.079999923706055,5.740811347961426
3rlq,7.400000095367432,7.293352127075195
3rlr,7.519999980926514,6.927218119303386
3roc,8.1899995803833,6.519730885823567
3rsx,4.409999847412109,5.98660929997762
3rth,5.210000038146973,5.886839071909587
3rtm,4.420000076293945,5.617626667022705
3rwp,9.220000267028809,7.328317960103353
3rwq,7.460000038146973,6.146709283192952
3s3v,6.230000019073486,6.065017382303874
3s6t,7.349999904632568,5.563775062561035
3s74,8.399999618530273,5.866917133331299
3sha,5.590000152587891,6.741843859354655
3shc,5.71999979019165,5.054038842519124
3si3,4.159999847412109,6.955808957417806
3si4,3.880000114440918,6.896756490071614
3sur,4.150000095367432,6.201846122741699
3sus,4.150000095367432,5.925705909729004
3sut,7.849999904632568,3.992185433705648
3suu,8.520000457763672,4.431058168411255
3suv,4.550000190734863,5.367916107177734
3suw,4.699999809265137,5.203024069468181
3sv2,4.190000057220459,6.753966331481934
3tdh,4.260000228881836,5.709273497263591
3te5,4.909999847412109,6.1731306711832685
3tu1,6.599999904632568,6.881003061930339
3tu7,8.09000015258789,6.116397221883138
3tzm,7.769999980926514,5.482403596242269
3u8j,8.510000228881836,7.330901145935059
3u8k,8.65999984741211,6.980517546335856
3u8l,8.050000190734863,5.179269472757976
3u9n,7.0,6.354010105133057
3udh,2.8499999046325684,6.336796919504802
3ug2,8.25,4.922009468078613
3unz,7.800000190734863,7.87712287902832
3uo4,6.519999980926514,6.566277662913005
3uo5,7.409999847412109,7.158116340637207
3uo6,7.820000171661377,7.774704774220784
3uod,7.309999942779541,6.781810919443767
3uoj,7.289999961853027,7.698927084604899
3up2,7.400000095367432,6.3787522315979
3uvk,6.800000190734863,5.821797688802083
3uvw,5.170000076293945,6.4696760177612305
3uvx,4.340000152587891,5.8150943120320635
3v3b,7.260000228881836,7.078346888224284
3vha,7.400000095367432,5.6059549649556475
3vhc,8.890000343322754,6.224836031595866
3vhd,9.279999732971191,5.5616559982299805
3vtr,5.570000171661377,5.836338996887207
3wb4,4.440000057220459,5.47649351755778
3wb5,4.570000171661377,5.243785222371419
3wha,9.319999694824219,6.074973424275716
3wth,6.289999961853027,6.6688493092854815
3wti,5.900000095367432,5.733640352884929
3wtj,6.53000020980835,6.100509802500407
3wtl,7.039999961853027,6.303562482198079
3wtm,7.0,6.735313256581624
3wtn,7.039999961853027,6.3105034828186035
3wto,6.920000076293945,7.437077363332112
3x1k,3.5899999141693115,5.689216613769531
3zdg,7.099999904632568,7.493797938028972
3zdh,7.349999904632568,7.205521424611409
3zh8,6.46999979019165,6.998510837554932
3zmm,9.140000343322754,7.468515237172444
3zmu,4.300000190734863,5.32935365041097
3zmv,4.260000228881836,5.992244243621826
3zos,8.890000343322754,6.681196530659993
4a6l,8.0,6.455816904703776
4a7j,7.0,4.909076531728108
4ab8,3.869999885559082,6.237040201822917
4ab9,3.3299999237060547,4.124240557352702
4aba,3.819999933242798,4.2393958568573
4abb,4.510000228881836,4.118088245391846
4abd,4.400000095367432,4.755210558573405
4abe,3.4000000953674316,5.741078058878581
4abg,3.569999933242798,5.2375593185424805
4abh,4.150000095367432,3.3649577299753823
4abj,7.46999979019165,5.8468325932820635
4acm,6.679999828338623,5.429139773050944
4afg,8.300000190734863,6.968328475952148
4aft,6.46999979019165,7.027777036031087
4aj1,3.109999895095825,4.918467998504639
4aj2,2.380000114440918,5.5184251467386884
4aj4,3.890000104904175,5.358084360758464
4aji,3.549999952316284,5.903769175211589
4ajk,3.109999895095825,6.319625059763591
4ajl,3.799999952316284,6.028156121571858
4ajn,7.159999847412109,6.462140242258708
4ajo,7.03000020980835,6.813599586486816
4al4,6.889999866485596,6.155148188273112
4alx,7.28000020980835,7.066720803578694
4axd,4.429999828338623,6.949469566345215
4az2,7.329999923706055,6.14360237121582
4az5,5.989999771118164,6.512851715087891
4az6,9.100000381469727,5.465089797973633
4azb,7.239999771118164,6.168857415517171
4aze,8.109999656677246,7.431980133056641
4azf,6.349999904632568,6.802012761433919
4azg,7.099999904632568,5.231995741526286
4azi,7.449999809265137,6.064531485239665
4b05,7.579999923706055,5.027255376180013
4b2i,3.0,5.263541539510091
4b2l,3.240000009536743,4.446877638498942
4b32,3.3399999141693115,5.080070495605469
4b33,3.369999885559082,5.6146237055460615
4b34,3.140000104904175,5.335324605305989
4b35,2.890000104904175,5.267376104990642
4b3c,2.680000066757202,5.665650844573975
4b3d,2.680000066757202,5.151103973388672
4b5d,7.889999866485596,6.525169849395752
4b7p,9.460000038146973,5.4734446207682295
4bi6,3.950000047683716,8.44683837890625
4bkj,8.720000267028809,7.504494031270345
4bny,7.099999904632568,7.096585909525554
4bqg,6.21999979019165,6.30997880299886
4bqt,5.789999961853027,7.626354694366455
4btk,6.619999885559082,6.38828182220459
4c9w,6.110000133514404,5.075789133707683
4c9x,7.320000171661377,5.218626499176025
4ch2,5.989999771118164,5.47540807723999
4ch8,5.989999771118164,4.167190869649251
4cki,5.960000038146973,5.602439562479655
4ckj,4.840000152587891,5.597811381022136
4cwn,5.590000152587891,5.8148824373881025
4cwo,5.210000038146973,5.714424292246501
4cwp,6.769999980926514,6.370999336242676
4cwq,7.059999942779541,6.258741855621338
4cwr,8.300000190734863,6.538044611612956
4cws,7.920000076293945,6.8104047775268555
4cwt,6.75,6.580761273701985
4d7b,7.679999828338623,4.911916414896647
4d8z,6.289999961853027,6.4937286376953125
4daf,7.119999885559082,6.182495594024658
4dai,6.960000038146973,5.868438561757405
4db7,6.559999942779541,6.151482582092285
4dbm,7.619999885559082,4.882187684377034
4ddh,3.299999952316284,6.0706407229105634
4ddk,2.2899999618530273,6.151272614796956
4ddm,2.4600000381469727,4.859680970509847
4de5,3.1500000953674316,5.0648759206136065
4dfu,4.599999904632568,5.102908134460449
4dju,5.440000057220459,5.918555577596028
4djv,6.71999979019165,5.830536365509033
4djw,6.28000020980835,4.873507817586263
4djx,7.230000019073486,5.1487242380778
4djy,8.270000457763672,5.527004559834798
4dlj,5.920000076293945,7.704548358917236
4dn0,5.71999979019165,5.76455545425415
4duh,5.179999828338623,7.0229722658793134
4e0x,7.119999885559082,6.7037045160929365
4e5w,7.659999847412109,5.966324965159099
4e6d,8.920000076293945,7.156788508097331
4e6q,8.359999656677246,6.444108168284099
4ef4,5.349999904632568,5.280473232269287
4ef6,2.9200000762939453,6.529463450113933
4efk,2.490000009536743,6.025829474131267
4elb,8.300000190734863,5.66197395324707
4ele,7.880000114440918,5.762469132741292
4elf,8.029999732971191,5.855919520060222
4elg,8.15999984741211,5.635688463846843
4elh,8.09000015258789,5.607228597005208
4erf,9.399999618530273,6.448667526245117
4etz,6.300000190734863,5.918353875478108
4eu0,6.400000095367432,6.636518478393555
4euv,6.300000190734863,6.119744459788005
